issuekey,project,storypoint,log_storypoint
TISTUD-480,appceleratorstudio,1,0.6931471805599453
TISTUD-481,appceleratorstudio,1,0.6931471805599453
TISTUD-483,appceleratorstudio,8,2.1972245773362196
TISTUD-486,appceleratorstudio,8,2.1972245773362196
TISTUD-492,appceleratorstudio,1,0.6931471805599453
TISTUD-499,appceleratorstudio,1,0.6931471805599453
TISTUD-501,appceleratorstudio,13,2.6390573296152584
TISTUD-504,appceleratorstudio,8,2.1972245773362196
TISTUD-505,appceleratorstudio,1,0.6931471805599453
TISTUD-506,appceleratorstudio,1,0.6931471805599453
TISTUD-509,appceleratorstudio,8,2.1972245773362196
TISTUD-518,appceleratorstudio,1,0.6931471805599453
TISTUD-525,appceleratorstudio,5,1.791759469228055
TISTUD-537,appceleratorstudio,1,0.6931471805599453
TISTUD-564,appceleratorstudio,3,1.3862943611198906
TISTUD-570,appceleratorstudio,1,0.6931471805599453
TISTUD-572,appceleratorstudio,1,0.6931471805599453
TISTUD-582,appceleratorstudio,5,1.791759469228055
TISTUD-584,appceleratorstudio,21,3.091042453358316
TISTUD-589,appceleratorstudio,8,2.1972245773362196
TISTUD-592,appceleratorstudio,1,0.6931471805599453
TISTUD-600,appceleratorstudio,13,2.6390573296152584
TISTUD-605,appceleratorstudio,5,1.791759469228055
TISTUD-623,appceleratorstudio,8,2.1972245773362196
TISTUD-651,appceleratorstudio,1,0.6931471805599453
TISTUD-656,appceleratorstudio,1,0.6931471805599453
TISTUD-675,appceleratorstudio,1,0.6931471805599453
TISTUD-687,appceleratorstudio,5,1.791759469228055
TISTUD-713,appceleratorstudio,13,2.6390573296152584
TISTUD-714,appceleratorstudio,1,0.6931471805599453
TISTUD-715,appceleratorstudio,1,0.6931471805599453
TISTUD-718,appceleratorstudio,1,0.6931471805599453
TISTUD-734,appceleratorstudio,5,1.791759469228055
TISTUD-744,appceleratorstudio,8,2.1972245773362196
TISTUD-746,appceleratorstudio,40,3.713572066704308
TISTUD-747,appceleratorstudio,20,3.044522437723423
TISTUD-754,appceleratorstudio,1,0.6931471805599453
TISTUD-755,appceleratorstudio,1,0.6931471805599453
TISTUD-757,appceleratorstudio,1,0.6931471805599453
TISTUD-760,appceleratorstudio,8,2.1972245773362196
TISTUD-761,appceleratorstudio,5,1.791759469228055
TISTUD-764,appceleratorstudio,1,0.6931471805599453
TISTUD-766,appceleratorstudio,5,1.791759469228055
TISTUD-769,appceleratorstudio,13,2.6390573296152584
TISTUD-775,appceleratorstudio,1,0.6931471805599453
TISTUD-787,appceleratorstudio,34,3.5553480614894135
TISTUD-788,appceleratorstudio,8,2.1972245773362196
TISTUD-791,appceleratorstudio,3,1.3862943611198906
TISTUD-794,appceleratorstudio,20,3.044522437723423
TISTUD-804,appceleratorstudio,1,0.6931471805599453
TISTUD-806,appceleratorstudio,8,2.1972245773362196
TISTUD-809,appceleratorstudio,1,0.6931471805599453
TISTUD-810,appceleratorstudio,1,0.6931471805599453
TISTUD-811,appceleratorstudio,13,2.6390573296152584
TISTUD-818,appceleratorstudio,8,2.1972245773362196
TISTUD-820,appceleratorstudio,8,2.1972245773362196
TISTUD-822,appceleratorstudio,1,0.6931471805599453
TISTUD-835,appceleratorstudio,8,2.1972245773362196
TISTUD-844,appceleratorstudio,8,2.1972245773362196
TISTUD-869,appceleratorstudio,8,2.1972245773362196
TISTUD-875,appceleratorstudio,8,2.1972245773362196
TISTUD-878,appceleratorstudio,13,2.6390573296152584
TISTUD-882,appceleratorstudio,8,2.1972245773362196
TISTUD-886,appceleratorstudio,2,1.0986122886681098
TISTUD-887,appceleratorstudio,1,0.6931471805599453
TISTUD-891,appceleratorstudio,8,2.1972245773362196
TISTUD-894,appceleratorstudio,1,0.6931471805599453
TISTUD-905,appceleratorstudio,8,2.1972245773362196
TISTUD-907,appceleratorstudio,13,2.6390573296152584
TISTUD-909,appceleratorstudio,1,0.6931471805599453
TISTUD-913,appceleratorstudio,8,2.1972245773362196
TISTUD-919,appceleratorstudio,1,0.6931471805599453
TISTUD-929,appceleratorstudio,5,1.791759469228055
TISTUD-933,appceleratorstudio,1,0.6931471805599453
TISTUD-946,appceleratorstudio,5,1.791759469228055
TISTUD-952,appceleratorstudio,40,3.713572066704308
TISTUD-953,appceleratorstudio,5,1.791759469228055
TISTUD-954,appceleratorstudio,13,2.6390573296152584
TISTUD-957,appceleratorstudio,40,3.713572066704308
TISTUD-958,appceleratorstudio,13,2.6390573296152584
TISTUD-959,appceleratorstudio,13,2.6390573296152584
TISTUD-960,appceleratorstudio,13,2.6390573296152584
TISTUD-961,appceleratorstudio,13,2.6390573296152584
TISTUD-971,appceleratorstudio,1,0.6931471805599453
TISTUD-989,appceleratorstudio,5,1.791759469228055
TISTUD-990,appceleratorstudio,8,2.1972245773362196
TISTUD-993,appceleratorstudio,8,2.1972245773362196
TISTUD-1002,appceleratorstudio,8,2.1972245773362196
TISTUD-1003,appceleratorstudio,13,2.6390573296152584
TISTUD-1006,appceleratorstudio,13,2.6390573296152584
TISTUD-1009,appceleratorstudio,8,2.1972245773362196
TISTUD-1015,appceleratorstudio,3,1.3862943611198906
TISTUD-1016,appceleratorstudio,5,1.791759469228055
TISTUD-1021,appceleratorstudio,5,1.791759469228055
TISTUD-1023,appceleratorstudio,13,2.6390573296152584
TISTUD-1028,appceleratorstudio,8,2.1972245773362196
TISTUD-1032,appceleratorstudio,21,3.091042453358316
TISTUD-1036,appceleratorstudio,8,2.1972245773362196
TISTUD-1037,appceleratorstudio,8,2.1972245773362196
TISTUD-1038,appceleratorstudio,8,2.1972245773362196
TISTUD-1039,appceleratorstudio,8,2.1972245773362196
TISTUD-1048,appceleratorstudio,5,1.791759469228055
TISTUD-1051,appceleratorstudio,2,1.0986122886681098
TISTUD-1052,appceleratorstudio,2,1.0986122886681098
TISTUD-1053,appceleratorstudio,21,3.091042453358316
TISTUD-1055,appceleratorstudio,8,2.1972245773362196
TISTUD-1058,appceleratorstudio,13,2.6390573296152584
TISTUD-1067,appceleratorstudio,5,1.791759469228055
TISTUD-1068,appceleratorstudio,20,3.044522437723423
TISTUD-1073,appceleratorstudio,8,2.1972245773362196
TISTUD-1076,appceleratorstudio,8,2.1972245773362196
TISTUD-1077,appceleratorstudio,13,2.6390573296152584
TISTUD-1078,appceleratorstudio,20,3.044522437723423
TISTUD-1079,appceleratorstudio,8,2.1972245773362196
TISTUD-1091,appceleratorstudio,13,2.6390573296152584
TISTUD-1093,appceleratorstudio,13,2.6390573296152584
TISTUD-1094,appceleratorstudio,5,1.791759469228055
TISTUD-1105,appceleratorstudio,8,2.1972245773362196
TISTUD-1107,appceleratorstudio,13,2.6390573296152584
TISTUD-1108,appceleratorstudio,3,1.3862943611198906
TISTUD-1114,appceleratorstudio,8,2.1972245773362196
TISTUD-1115,appceleratorstudio,13,2.6390573296152584
TISTUD-1116,appceleratorstudio,5,1.791759469228055
TISTUD-1118,appceleratorstudio,13,2.6390573296152584
TISTUD-1125,appceleratorstudio,5,1.791759469228055
TISTUD-1133,appceleratorstudio,3,1.3862943611198906
TISTUD-1134,appceleratorstudio,8,2.1972245773362196
TISTUD-1136,appceleratorstudio,3,1.3862943611198906
TISTUD-1137,appceleratorstudio,8,2.1972245773362196
TISTUD-1139,appceleratorstudio,13,2.6390573296152584
TISTUD-1152,appceleratorstudio,8,2.1972245773362196
TISTUD-1156,appceleratorstudio,5,1.791759469228055
TISTUD-1158,appceleratorstudio,13,2.6390573296152584
TISTUD-1162,appceleratorstudio,13,2.6390573296152584
TISTUD-1163,appceleratorstudio,20,3.044522437723423
TISTUD-1164,appceleratorstudio,20,3.044522437723423
TISTUD-1165,appceleratorstudio,20,3.044522437723423
TISTUD-1166,appceleratorstudio,13,2.6390573296152584
TISTUD-1167,appceleratorstudio,8,2.1972245773362196
TISTUD-1168,appceleratorstudio,5,1.791759469228055
TISTUD-1169,appceleratorstudio,3,1.3862943611198906
TISTUD-1171,appceleratorstudio,5,1.791759469228055
TISTUD-1175,appceleratorstudio,8,2.1972245773362196
TISTUD-1179,appceleratorstudio,8,2.1972245773362196
TISTUD-1180,appceleratorstudio,5,1.791759469228055
TISTUD-1182,appceleratorstudio,8,2.1972245773362196
TISTUD-1183,appceleratorstudio,20,3.044522437723423
TISTUD-1184,appceleratorstudio,2,1.0986122886681098
TISTUD-1185,appceleratorstudio,3,1.3862943611198906
TISTUD-1186,appceleratorstudio,5,1.791759469228055
TISTUD-1187,appceleratorstudio,1,0.6931471805599453
TISTUD-1188,appceleratorstudio,8,2.1972245773362196
TISTUD-1193,appceleratorstudio,5,1.791759469228055
TISTUD-1194,appceleratorstudio,8,2.1972245773362196
TISTUD-1196,appceleratorstudio,5,1.791759469228055
TISTUD-1198,appceleratorstudio,13,2.6390573296152584
TISTUD-1199,appceleratorstudio,13,2.6390573296152584
TISTUD-1200,appceleratorstudio,5,1.791759469228055
TISTUD-1204,appceleratorstudio,13,2.6390573296152584
TISTUD-1217,appceleratorstudio,8,2.1972245773362196
TISTUD-1218,appceleratorstudio,2,1.0986122886681098
TISTUD-1219,appceleratorstudio,8,2.1972245773362196
TISTUD-1221,appceleratorstudio,5,1.791759469228055
TISTUD-1222,appceleratorstudio,5,1.791759469228055
TISTUD-1223,appceleratorstudio,5,1.791759469228055
TISTUD-1224,appceleratorstudio,5,1.791759469228055
TISTUD-1226,appceleratorstudio,13,2.6390573296152584
TISTUD-1227,appceleratorstudio,8,2.1972245773362196
TISTUD-1229,appceleratorstudio,3,1.3862943611198906
TISTUD-1230,appceleratorstudio,20,3.044522437723423
TISTUD-1231,appceleratorstudio,20,3.044522437723423
TISTUD-1236,appceleratorstudio,3,1.3862943611198906
TISTUD-1237,appceleratorstudio,5,1.791759469228055
TISTUD-1257,appceleratorstudio,8,2.1972245773362196
TISTUD-1259,appceleratorstudio,5,1.791759469228055
TISTUD-1260,appceleratorstudio,8,2.1972245773362196
TISTUD-1261,appceleratorstudio,13,2.6390573296152584
TISTUD-1266,appceleratorstudio,8,2.1972245773362196
TISTUD-1268,appceleratorstudio,8,2.1972245773362196
TISTUD-1269,appceleratorstudio,8,2.1972245773362196
TISTUD-1271,appceleratorstudio,8,2.1972245773362196
TISTUD-1272,appceleratorstudio,8,2.1972245773362196
TISTUD-1273,appceleratorstudio,5,1.791759469228055
TISTUD-1274,appceleratorstudio,5,1.791759469228055
TISTUD-1275,appceleratorstudio,5,1.791759469228055
TISTUD-1276,appceleratorstudio,5,1.791759469228055
TISTUD-1277,appceleratorstudio,5,1.791759469228055
TISTUD-1278,appceleratorstudio,8,2.1972245773362196
TISTUD-1280,appceleratorstudio,5,1.791759469228055
TISTUD-1281,appceleratorstudio,8,2.1972245773362196
TISTUD-1282,appceleratorstudio,13,2.6390573296152584
TISTUD-1283,appceleratorstudio,5,1.791759469228055
TISTUD-1284,appceleratorstudio,3,1.3862943611198906
TISTUD-1285,appceleratorstudio,5,1.791759469228055
TISTUD-1286,appceleratorstudio,5,1.791759469228055
TISTUD-1287,appceleratorstudio,8,2.1972245773362196
TISTUD-1292,appceleratorstudio,8,2.1972245773362196
TISTUD-1294,appceleratorstudio,3,1.3862943611198906
TISTUD-1295,appceleratorstudio,8,2.1972245773362196
TISTUD-1296,appceleratorstudio,8,2.1972245773362196
TISTUD-1297,appceleratorstudio,8,2.1972245773362196
TISTUD-1299,appceleratorstudio,1,0.6931471805599453
TISTUD-1301,appceleratorstudio,5,1.791759469228055
TISTUD-1304,appceleratorstudio,8,2.1972245773362196
TISTUD-1306,appceleratorstudio,13,2.6390573296152584
TISTUD-1307,appceleratorstudio,13,2.6390573296152584
TISTUD-1308,appceleratorstudio,20,3.044522437723423
TISTUD-1309,appceleratorstudio,8,2.1972245773362196
TISTUD-1310,appceleratorstudio,13,2.6390573296152584
TISTUD-1312,appceleratorstudio,5,1.791759469228055
TISTUD-1313,appceleratorstudio,5,1.791759469228055
TISTUD-1314,appceleratorstudio,3,1.3862943611198906
TISTUD-1315,appceleratorstudio,2,1.0986122886681098
TISTUD-1316,appceleratorstudio,5,1.791759469228055
TISTUD-1318,appceleratorstudio,8,2.1972245773362196
TISTUD-1320,appceleratorstudio,3,1.3862943611198906
TISTUD-1322,appceleratorstudio,5,1.791759469228055
TISTUD-1323,appceleratorstudio,13,2.6390573296152584
TISTUD-1325,appceleratorstudio,5,1.791759469228055
TISTUD-1327,appceleratorstudio,13,2.6390573296152584
TISTUD-1329,appceleratorstudio,8,2.1972245773362196
TISTUD-1330,appceleratorstudio,8,2.1972245773362196
TISTUD-1332,appceleratorstudio,5,1.791759469228055
TISTUD-1333,appceleratorstudio,2,1.0986122886681098
TISTUD-1334,appceleratorstudio,3,1.3862943611198906
TISTUD-1335,appceleratorstudio,8,2.1972245773362196
TISTUD-1336,appceleratorstudio,5,1.791759469228055
TISTUD-1337,appceleratorstudio,5,1.791759469228055
TISTUD-1338,appceleratorstudio,5,1.791759469228055
TISTUD-1339,appceleratorstudio,8,2.1972245773362196
TISTUD-1341,appceleratorstudio,3,1.3862943611198906
TISTUD-1342,appceleratorstudio,3,1.3862943611198906
TISTUD-1343,appceleratorstudio,5,1.791759469228055
TISTUD-1345,appceleratorstudio,5,1.791759469228055
TISTUD-1346,appceleratorstudio,3,1.3862943611198906
TISTUD-1347,appceleratorstudio,5,1.791759469228055
TISTUD-1348,appceleratorstudio,5,1.791759469228055
TISTUD-1350,appceleratorstudio,13,2.6390573296152584
TISTUD-1351,appceleratorstudio,5,1.791759469228055
TISTUD-1352,appceleratorstudio,5,1.791759469228055
TISTUD-1353,appceleratorstudio,5,1.791759469228055
TISTUD-1354,appceleratorstudio,3,1.3862943611198906
TISTUD-1357,appceleratorstudio,8,2.1972245773362196
TISTUD-1358,appceleratorstudio,3,1.3862943611198906
TISTUD-1363,appceleratorstudio,5,1.791759469228055
TISTUD-1365,appceleratorstudio,8,2.1972245773362196
TISTUD-1366,appceleratorstudio,5,1.791759469228055
TISTUD-1367,appceleratorstudio,8,2.1972245773362196
TISTUD-1368,appceleratorstudio,3,1.3862943611198906
TISTUD-1369,appceleratorstudio,5,1.791759469228055
TISTUD-1370,appceleratorstudio,3,1.3862943611198906
TISTUD-1373,appceleratorstudio,8,2.1972245773362196
TISTUD-1376,appceleratorstudio,8,2.1972245773362196
TISTUD-1377,appceleratorstudio,5,1.791759469228055
TISTUD-1378,appceleratorstudio,8,2.1972245773362196
TISTUD-1380,appceleratorstudio,8,2.1972245773362196
TISTUD-1381,appceleratorstudio,8,2.1972245773362196
TISTUD-1382,appceleratorstudio,3,1.3862943611198906
TISTUD-1383,appceleratorstudio,2,1.0986122886681098
TISTUD-1384,appceleratorstudio,8,2.1972245773362196
TISTUD-1392,appceleratorstudio,5,1.791759469228055
TISTUD-1393,appceleratorstudio,13,2.6390573296152584
TISTUD-1395,appceleratorstudio,8,2.1972245773362196
TISTUD-1396,appceleratorstudio,5,1.791759469228055
TISTUD-1401,appceleratorstudio,13,2.6390573296152584
TISTUD-1402,appceleratorstudio,3,1.3862943611198906
TISTUD-1404,appceleratorstudio,8,2.1972245773362196
TISTUD-1407,appceleratorstudio,8,2.1972245773362196
TISTUD-1410,appceleratorstudio,3,1.3862943611198906
TISTUD-1412,appceleratorstudio,13,2.6390573296152584
TISTUD-1414,appceleratorstudio,20,3.044522437723423
TISTUD-1415,appceleratorstudio,3,1.3862943611198906
TISTUD-1416,appceleratorstudio,8,2.1972245773362196
TISTUD-1417,appceleratorstudio,5,1.791759469228055
TISTUD-1419,appceleratorstudio,13,2.6390573296152584
TISTUD-1420,appceleratorstudio,20,3.044522437723423
TISTUD-1421,appceleratorstudio,8,2.1972245773362196
TISTUD-1422,appceleratorstudio,8,2.1972245773362196
TISTUD-1424,appceleratorstudio,5,1.791759469228055
TISTUD-1426,appceleratorstudio,5,1.791759469228055
TISTUD-1428,appceleratorstudio,3,1.3862943611198906
TISTUD-1431,appceleratorstudio,8,2.1972245773362196
TISTUD-1432,appceleratorstudio,5,1.791759469228055
TISTUD-1435,appceleratorstudio,8,2.1972245773362196
TISTUD-1436,appceleratorstudio,5,1.791759469228055
TISTUD-1442,appceleratorstudio,5,1.791759469228055
TISTUD-1443,appceleratorstudio,5,1.791759469228055
TISTUD-1445,appceleratorstudio,8,2.1972245773362196
TISTUD-1447,appceleratorstudio,13,2.6390573296152584
TISTUD-1450,appceleratorstudio,8,2.1972245773362196
TISTUD-1452,appceleratorstudio,13,2.6390573296152584
TISTUD-1456,appceleratorstudio,20,3.044522437723423
TISTUD-1464,appceleratorstudio,5,1.791759469228055
TISTUD-1466,appceleratorstudio,5,1.791759469228055
TISTUD-1468,appceleratorstudio,3,1.3862943611198906
TISTUD-1469,appceleratorstudio,8,2.1972245773362196
TISTUD-1474,appceleratorstudio,5,1.791759469228055
TISTUD-1476,appceleratorstudio,3,1.3862943611198906
TISTUD-1477,appceleratorstudio,8,2.1972245773362196
TISTUD-1479,appceleratorstudio,8,2.1972245773362196
TISTUD-1481,appceleratorstudio,5,1.791759469228055
TISTUD-1482,appceleratorstudio,3,1.3862943611198906
TISTUD-1485,appceleratorstudio,8,2.1972245773362196
TISTUD-1488,appceleratorstudio,5,1.791759469228055
TISTUD-1489,appceleratorstudio,5,1.791759469228055
TISTUD-1490,appceleratorstudio,5,1.791759469228055
TISTUD-1494,appceleratorstudio,8,2.1972245773362196
TISTUD-1496,appceleratorstudio,5,1.791759469228055
TISTUD-1497,appceleratorstudio,8,2.1972245773362196
TISTUD-1503,appceleratorstudio,3,1.3862943611198906
TISTUD-1506,appceleratorstudio,8,2.1972245773362196
TISTUD-1507,appceleratorstudio,3,1.3862943611198906
TISTUD-1508,appceleratorstudio,8,2.1972245773362196
TISTUD-1510,appceleratorstudio,8,2.1972245773362196
TISTUD-1511,appceleratorstudio,8,2.1972245773362196
TISTUD-1513,appceleratorstudio,8,2.1972245773362196
TISTUD-1514,appceleratorstudio,13,2.6390573296152584
TISTUD-1515,appceleratorstudio,5,1.791759469228055
TISTUD-1516,appceleratorstudio,13,2.6390573296152584
TISTUD-1517,appceleratorstudio,3,1.3862943611198906
TISTUD-1518,appceleratorstudio,8,2.1972245773362196
TISTUD-1522,appceleratorstudio,13,2.6390573296152584
TISTUD-1523,appceleratorstudio,8,2.1972245773362196
TISTUD-1525,appceleratorstudio,5,1.791759469228055
TISTUD-1527,appceleratorstudio,8,2.1972245773362196
TISTUD-1528,appceleratorstudio,3,1.3862943611198906
TISTUD-1529,appceleratorstudio,8,2.1972245773362196
TISTUD-1530,appceleratorstudio,3,1.3862943611198906
TISTUD-1534,appceleratorstudio,3,1.3862943611198906
TISTUD-1537,appceleratorstudio,5,1.791759469228055
TISTUD-1539,appceleratorstudio,8,2.1972245773362196
TISTUD-1540,appceleratorstudio,8,2.1972245773362196
TISTUD-1541,appceleratorstudio,8,2.1972245773362196
TISTUD-1543,appceleratorstudio,8,2.1972245773362196
TISTUD-1545,appceleratorstudio,8,2.1972245773362196
TISTUD-1546,appceleratorstudio,8,2.1972245773362196
TISTUD-1549,appceleratorstudio,8,2.1972245773362196
TISTUD-1550,appceleratorstudio,13,2.6390573296152584
TISTUD-1551,appceleratorstudio,5,1.791759469228055
TISTUD-1556,appceleratorstudio,8,2.1972245773362196
TISTUD-1557,appceleratorstudio,8,2.1972245773362196
TISTUD-1558,appceleratorstudio,5,1.791759469228055
TISTUD-1559,appceleratorstudio,3,1.3862943611198906
TISTUD-1571,appceleratorstudio,13,2.6390573296152584
TISTUD-1572,appceleratorstudio,8,2.1972245773362196
TISTUD-1574,appceleratorstudio,3,1.3862943611198906
TISTUD-1576,appceleratorstudio,13,2.6390573296152584
TISTUD-1579,appceleratorstudio,13,2.6390573296152584
TISTUD-1581,appceleratorstudio,20,3.044522437723423
TISTUD-1588,appceleratorstudio,8,2.1972245773362196
TISTUD-1590,appceleratorstudio,8,2.1972245773362196
TISTUD-1594,appceleratorstudio,8,2.1972245773362196
TISTUD-1605,appceleratorstudio,2,1.0986122886681098
TISTUD-1610,appceleratorstudio,13,2.6390573296152584
TISTUD-1611,appceleratorstudio,8,2.1972245773362196
TISTUD-1612,appceleratorstudio,8,2.1972245773362196
TISTUD-1613,appceleratorstudio,13,2.6390573296152584
TISTUD-1614,appceleratorstudio,13,2.6390573296152584
TISTUD-1615,appceleratorstudio,13,2.6390573296152584
TISTUD-1616,appceleratorstudio,8,2.1972245773362196
TISTUD-1617,appceleratorstudio,5,1.791759469228055
TISTUD-1622,appceleratorstudio,5,1.791759469228055
TISTUD-1626,appceleratorstudio,8,2.1972245773362196
TISTUD-1627,appceleratorstudio,8,2.1972245773362196
TISTUD-1630,appceleratorstudio,8,2.1972245773362196
TISTUD-1631,appceleratorstudio,8,2.1972245773362196
TISTUD-1632,appceleratorstudio,8,2.1972245773362196
TISTUD-1633,appceleratorstudio,8,2.1972245773362196
TISTUD-1640,appceleratorstudio,5,1.791759469228055
TISTUD-1642,appceleratorstudio,13,2.6390573296152584
TISTUD-1643,appceleratorstudio,8,2.1972245773362196
TISTUD-1645,appceleratorstudio,5,1.791759469228055
TISTUD-1647,appceleratorstudio,8,2.1972245773362196
TISTUD-1648,appceleratorstudio,8,2.1972245773362196
